,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1631,32,0.14956855225311602,956,0.1383975026014568,8,3,0.20358891480370916,1,599,3,0,69,3,1,0.19282954435222477,1,0,2691,8439,3,1,0,13,3,3,80,0,12,3,3,9,6,6,8
1632,30,0.181814933343034,687,0.15514360856360832,14,3,0.13936853096382085,1,416,2,0,58,3,1,0.23570923576924607,3,1,2534,22362,3,1,1,12,3,2,80,1,8,2,1,5,4,0,2
1633,48,0.24044592000630935,579,0.2062780269058296,8,2,0.23315281655639197,1,803,1,1,50,2,2,0.17484662576687046,3,1,6678,23334,3,1,1,14,3,1,80,1,17,3,2,3,2,1,2
1634,36,0.10551502457392836,327,0.2062780269058296,19,1,0.13577586206896552,1,965,2,1,63,1,2,0.17484662576687046,2,0,5039,21705,6,1,0,17,3,3,80,0,8,4,2,4,3,3,2
1635,29,0.14956855225311602,554,0.2062780269058296,17,1,0.14686468646864687,1,1315,3,0,42,1,2,0.17484662576687046,1,0,7177,11422,2,1,0,13,3,1,80,0,10,2,1,8,5,2,7
1636,27,0.14956855225311602,905,0.195968882399018,5,3,0.20707620718550654,1,499,3,1,53,2,2,0.18464777231635462,3,0,5677,8360,1,1,0,12,3,2,80,0,8,0,2,6,5,5,3
1637,31,0.16178840356452226,928,0.19794386726306482,9,3,0.14886968217416008,1,1862,2,1,82,2,1,0.3681574352835374,3,0,1247,15965,1,1,0,13,3,3,80,0,1,3,2,1,0,0,0
1638,29,0.23680008515300774,143,0.1383975026014568,5,2,0.13714595201512475,1,1123,2,0,61,3,1,0.22969257171682744,2,0,2428,25770,0,1,0,17,3,1,80,0,3,2,3,2,1,0,1
1639,27,0.21355823967109347,649,0.1383975026014568,8,2,0.20830165398305683,1,765,3,0,60,3,1,0.188961872350397,3,0,2258,3407,6,1,0,19,3,2,80,0,2,3,2,1,0,0,0
1640,29,0.17903447388310006,715,0.1861817353366957,16,2,0.14686468646864687,1,1252,3,0,61,2,3,0.14350021616010927,1,0,7368,10501,1,1,0,12,3,1,80,0,10,2,1,10,8,3,9
1641,20,0.24020197646210079,881,0.1383975026014568,5,3,0.1554053177669178,1,151,3,0,67,2,1,0.232373075643584,3,0,2848,19780,0,1,0,17,3,2,80,0,1,4,2,1,0,1,0
1642,38,0.21175036723675905,947,0.1383975026014568,15,3,0.1827219161477207,1,357,3,1,58,3,1,0.20995476673194396,3,1,2747,19858,1,1,0,18,3,4,80,0,14,0,1,2,0,0,1
1643,32,0.14956855225311602,757,0.1611962530807252,11,3,0.163060305570212,1,833,2,1,69,2,2,0.21770693019645726,3,1,5167,8056,4,1,0,13,3,2,80,0,8,1,2,3,2,2,1
1644,28,0.14956855225311602,363,0.19440622086580886,5,3,0.15442768772084683,1,848,2,0,51,1,1,0.3695634478122634,3,1,2719,23467,5,1,1,18,3,2,80,2,4,3,2,2,1,0,1
1645,23,0.21296258139433477,1121,0.1383975026014568,3,1,0.20370385825855727,1,573,2,1,96,2,1,0.23938223937897848,2,0,3943,9225,5,1,0,14,3,3,80,0,4,3,3,2,2,0,2
1646,23,0.14956855225311602,992,0.1383975026014568,16,2,0.14686468646864687,1,1205,3,0,95,3,1,0.23938223937897848,1,1,2189,3374,1,1,0,13,3,1,80,1,1,2,1,0,0,0,0
1647,50,0.14956855225311602,610,0.14989276348439037,1,4,0.226240739971112,1,1470,2,0,72,2,3,0.08689629140228321,3,1,10243,14669,0,1,0,15,3,2,80,0,31,3,2,29,5,2,8
1648,29,0.1839251538570724,723,0.16182932638174882,7,1,0.1648927746027831,1,392,2,0,72,3,1,0.24249267191546073,2,0,2740,17137,1,1,0,12,3,2,80,0,5,2,3,3,2,0,2
1649,34,0.2490974729235817,660,0.1537497337460983,17,3,0.14686468646864687,1,842,1,1,69,2,3,0.09270955634603019,3,1,10527,23192,3,1,0,11,3,1,80,0,14,2,2,5,1,3,2
1650,29,0.18567345397390805,594,0.16302169868693162,15,3,0.1397984206625143,1,1504,3,0,52,3,1,0.29661632190119097,2,0,2369,7684,1,1,1,14,3,2,80,1,1,2,3,1,1,0,0
1651,49,0.2490974729235817,1060,0.1383975026014568,8,3,0.14532409413864653,1,201,1,1,54,1,3,0.06896586105729074,3,0,10566,24791,2,1,0,14,3,3,80,0,17,2,3,3,1,0,2
1652,29,0.17141619789023102,1106,0.1383975026014568,7,2,0.15918606031150884,1,278,1,0,53,2,1,0.23938223937897848,1,0,4132,9983,6,1,0,20,3,1,80,0,8,2,3,4,3,0,3
1653,46,0.14956855225311602,661,0.2062780269058296,9,2,0.137922796939705,1,152,2,1,63,2,3,0.17484662576687046,4,0,9631,13656,1,1,0,15,3,3,80,0,9,2,3,8,7,4,6
1654,28,0.09532200634323829,353,0.15334759244228274,11,2,0.13542905290724747,1,983,3,1,44,2,1,0.21297948796119884,1,0,2276,10239,0,1,1,20,3,1,80,0,3,0,3,2,1,0,1
1655,35,0.14956855225311602,771,0.1919345038246769,5,3,0.21633969776218046,1,223,3,0,61,2,1,0.2473644256112664,1,1,2069,23465,3,1,0,20,3,4,80,0,6,3,2,2,2,0,2
1656,40,0.14956855225311602,504,0.1383975026014568,3,2,0.18835839772060414,1,1301,2,0,69,1,1,0.1950121498237592,2,0,2269,3782,7,1,0,12,3,4,80,0,11,4,2,8,7,5,7
1657,35,0.2490974729235817,660,0.2062780269058296,17,3,0.2204520029273318,1,1370,3,0,66,3,2,0.17484662576687046,3,1,4645,23290,0,1,1,17,3,2,80,1,5,0,2,4,2,2,2
1658,31,0.14956855225311602,489,0.1383975026014568,10,3,0.14164112438296875,1,911,1,0,45,2,1,0.19790142804002298,2,0,1814,22208,2,1,0,12,3,3,80,0,4,2,2,2,1,0,1
1659,34,0.2490974729235817,703,0.2062780269058296,2,2,0.14484533238432593,1,1435,3,0,90,2,1,0.3971571172349599,3,0,2761,11856,6,1,0,13,3,3,80,0,5,3,3,2,1,1,1
1660,28,0.14956855225311602,619,0.1383975026014568,8,2,0.14072569412345234,1,966,2,0,36,2,1,0.15158003467575418,2,1,3963,10047,0,1,1,21,3,2,80,1,4,2,2,3,2,0,2
1661,26,0.19809311554433712,531,0.17149213254077492,1,1,0.19345347505110422,1,282,1,0,68,2,1,0.31630417317182713,1,0,2520,21255,3,1,0,20,4,1,80,0,7,3,4,4,3,0,3
1662,20,0.17527817188912675,1012,0.15593192826187968,10,3,0.15756453473364604,1,1031,4,0,86,2,1,0.2219719863097328,1,0,2528,17998,1,1,1,14,3,1,80,0,1,2,3,1,0,0,0
1663,23,0.2490974729235817,208,0.1383975026014568,8,2,0.14352524101711228,1,1200,1,0,49,2,1,0.23938223937897848,2,0,2563,25433,0,1,0,19,3,2,80,0,2,2,1,2,2,1,2
1664,29,0.10800493343051148,465,0.2062780269058296,23,2,0.13577586206896552,1,1281,1,1,70,1,2,0.17484662576687046,2,0,5158,21927,7,1,0,16,3,4,80,0,7,4,2,2,2,2,2
1665,28,0.14956855225311602,110,0.1383975026014568,23,3,0.14686468646864687,1,233,2,0,49,2,1,0.22228414012349568,3,0,2050,12640,4,1,1,13,3,2,80,0,6,3,3,4,2,0,2
1666,27,0.2490974729235817,457,0.16249141179292667,1,3,0.14686468646864687,1,1185,1,0,54,2,1,0.24479647543877134,1,0,1799,15632,4,1,0,13,3,2,80,0,4,2,3,2,1,0,1
1667,49,0.14956855225311602,666,0.1383975026014568,3,2,0.14218848558973082,1,219,1,1,92,2,2,0.20631081033508597,2,0,5195,18641,6,1,0,13,3,2,80,0,17,2,2,3,0,2,2
1668,27,0.14956855225311602,822,0.14737648116564014,2,3,0.1372426497463895,1,908,2,1,48,2,1,0.19220230881638672,2,0,4384,16216,5,1,0,16,3,3,80,0,5,2,2,2,2,2,1
1669,37,0.14956855225311602,891,0.1451467069239082,4,3,0.13577586206896552,1,1564,2,0,76,2,2,0.07949334183569597,2,0,4829,7669,3,1,0,12,3,1,80,1,7,2,3,5,2,1,4
1670,48,0.14956855225311602,649,0.18531800470664267,6,2,0.16870620799955932,1,566,3,0,68,2,3,0.14215295992497717,4,0,9788,13911,0,1,0,16,3,3,80,0,16,3,3,16,7,3,7
1671,21,0.18110092107207656,628,0.18477238097325943,5,1,0.19691545010547148,1,1597,2,1,36,2,1,0.32232571023811174,2,0,2734,4458,0,1,0,12,3,2,80,0,1,3,3,0,0,0,0
1672,28,0.14956855225311602,413,0.1383975026014568,19,2,0.13774319831465304,1,1464,2,0,48,2,1,0.23938223937897848,1,1,2392,7211,1,1,1,15,3,3,80,2,1,2,3,1,0,0,0
1673,28,0.14956855225311602,279,0.1383975026014568,13,3,0.18593616003048097,1,1565,2,1,74,2,1,0.20249673951410427,1,0,2386,7438,3,1,0,15,3,3,80,1,5,2,2,4,3,0,3
1674,27,0.1679759853770018,1434,0.2062780269058296,1,1,0.22424953743430015,1,818,2,1,86,3,1,0.3971571172349599,1,1,3016,16235,0,1,0,11,3,2,80,1,5,3,3,3,2,0,2
1675,33,0.14956855225311602,1111,0.17246736540634242,6,3,0.19446146465655534,1,161,3,0,84,2,1,0.27950897128139096,1,0,3033,7768,6,1,0,17,3,2,80,0,9,4,3,5,2,0,3
1676,21,0.24241157787436418,790,0.2017181255391953,8,3,0.21520439200025737,1,1066,3,0,54,2,1,0.386558526718332,4,0,2353,17239,1,1,1,13,3,2,80,0,2,2,2,2,2,0,1
1677,35,0.14852653678529226,755,0.17876957421716547,28,2,0.14026958695541117,1,1192,1,1,86,1,2,0.20099955979287093,1,0,4691,22176,5,1,0,18,3,2,80,0,12,4,3,2,2,1,2
1678,22,0.14956855225311602,408,0.172165680427831,7,1,0.14686468646864687,1,1790,3,1,86,3,1,0.27845922316024146,2,0,2373,25600,1,1,1,22,4,1,80,0,1,2,3,1,0,0,0
1679,34,0.14956855225311602,753,0.1872852314480199,21,3,0.13533527103964488,1,1366,1,0,51,2,2,0.19290352384831394,2,0,4664,7827,1,1,0,20,3,2,80,0,14,2,3,11,6,7,7
1680,25,0.14956855225311602,669,0.1383975026014568,2,3,0.1369576948921034,1,515,1,1,87,2,1,0.23938223937897848,1,0,3998,9414,4,1,0,13,3,3,80,0,5,4,2,2,2,0,2
1681,31,0.1635044462798464,878,0.14790203441806019,9,2,0.14531204548074114,1,1091,4,0,92,2,1,0.1940310327456131,1,0,2439,11515,5,1,1,18,3,3,80,0,5,4,3,1,0,0,0
1682,32,0.14956855225311602,471,0.15629649737486534,2,3,0.16618243754840686,1,371,4,0,54,2,1,0.2809849191322558,3,0,3498,9459,0,1,1,13,3,3,80,0,3,2,1,2,1,0,1
1683,23,0.2225731754709646,520,0.18818797623754113,18,1,0.14686468646864687,1,998,2,1,66,1,1,0.3551103657720537,4,0,1113,8360,1,1,0,16,3,3,80,0,1,3,2,1,0,1,0
1684,30,0.14956855225311602,440,0.1383975026014568,4,2,0.14389492828765277,1,1336,1,0,59,3,1,0.2183792607851608,1,1,1788,26720,1,1,1,11,3,4,80,0,1,2,3,1,0,0,0
1685,47,0.14956855225311602,875,0.2062780269058296,3,2,0.22571637388115837,1,45,1,1,78,2,1,0.3971571172349599,3,1,2533,3690,1,1,0,14,3,3,80,0,7,3,3,2,1,0,1
1686,40,0.18608590599905284,1024,0.1813725310782434,19,2,0.1398443732162978,1,1562,1,1,72,1,2,0.19852486738356837,2,1,5015,22322,4,1,0,16,3,2,80,1,11,2,2,2,2,1,2
1687,41,0.19876309507301368,1214,0.1383975026014568,11,2,0.14125677799850322,1,382,1,1,54,2,3,0.05889410013693187,3,0,12146,24881,4,1,0,13,3,4,80,0,16,2,3,5,4,3,5
1688,36,0.14956855225311602,1342,0.1383975026014568,16,3,0.14686468646864687,1,492,1,1,42,1,1,0.2059185613376085,3,0,2364,10461,4,1,0,12,3,3,80,1,8,2,2,4,0,0,3
1689,38,0.09126281806269457,974,0.1383975026014568,7,2,0.14506948301179984,1,1193,1,1,85,2,1,0.1736550960140375,1,2,2150,20144,5,1,0,17,3,1,80,1,4,1,1,1,0,0,0
1690,30,0.20884981853530507,238,0.1383975026014568,26,2,0.14025997753012212,1,617,2,0,61,2,1,0.20766929330626038,2,0,2934,11606,1,1,0,11,3,2,80,0,6,2,3,5,3,0,2
1691,20,0.14956855225311602,575,0.19379433015020306,5,2,0.23731505142244522,1,654,1,1,48,2,1,0.26678701723516324,3,0,2529,18519,1,1,0,13,3,3,80,0,1,2,3,1,0,0,0
1692,40,0.2490974729235817,857,0.17762999790817746,13,3,0.14686468646864687,1,1239,2,1,75,1,3,0.13005047868105038,3,1,11622,23633,5,1,0,11,3,2,80,0,19,2,1,13,2,8,5
1693,41,0.1046184379763202,1036,0.18225705232854186,17,3,0.19420074499171658,1,381,1,0,68,3,1,0.16993215858670896,3,0,5183,4601,8,1,1,14,3,1,80,1,8,2,2,5,2,1,3
1694,30,0.24497968053647598,851,0.1383975026014568,15,3,0.13577586206896552,1,1178,3,1,71,3,1,0.23938223937897848,2,1,2601,6278,1,1,0,12,3,3,80,1,1,4,2,1,1,1,1
1695,37,0.14956855225311602,478,0.2062780269058296,23,3,0.14686468646864687,1,1810,3,0,80,3,2,0.17484662576687046,3,0,6089,13587,1,1,0,18,3,3,80,0,10,2,3,9,7,5,7
1696,40,0.14956855225311602,1293,0.14452962284952828,11,3,0.23379067256240307,1,140,1,0,48,2,4,0.03884309218899484,3,1,18737,16157,1,1,0,11,3,3,80,0,22,0,2,21,13,14,7
1697,34,0.2490974729235817,661,0.1907324314580972,15,3,0.20334792148983927,1,1097,3,0,66,2,2,0.18962618958824734,3,0,4948,23196,0,1,1,19,3,3,80,0,5,0,2,5,3,2,2
1698,31,0.15636137176308607,1331,0.2062780269058296,12,4,0.13566839071305303,1,719,2,1,45,3,2,0.17484662576687046,1,1,4256,11437,2,1,0,17,3,2,80,0,9,2,1,3,1,1,2
1699,36,0.2328821207137113,489,0.14945666613273279,8,3,0.14951822801779882,1,589,1,1,64,2,2,0.08621606210891054,2,1,10025,23161,6,1,0,11,3,2,80,1,15,4,2,1,0,0,0
1700,23,0.19308193911680757,1135,0.2062780269058296,5,1,0.22012573203437844,1,846,3,0,71,3,1,0.3971571172349599,2,1,2727,16721,0,1,0,12,3,2,80,0,3,3,3,3,2,0,2
1701,42,0.24068864041302923,926,0.1383975026014568,22,3,0.15493806814357886,1,384,3,1,46,3,1,0.23275654016756447,3,1,3067,19906,2,1,0,21,3,4,80,0,17,0,1,1,0,0,0
1702,28,0.17728408602784543,364,0.20176868974777745,5,3,0.1388637352730664,1,815,2,0,50,2,1,0.3500650780949437,3,2,2783,23323,4,1,1,16,3,2,80,2,5,2,2,4,3,0,1
1703,39,0.18321795817904996,869,0.1383975026014568,16,3,0.24242313209808733,1,1820,3,1,56,1,1,0.16095890410958943,2,1,2386,15147,5,1,1,18,3,3,80,1,5,3,3,2,0,1,0
1704,21,0.24405203314941223,785,0.20283694571144278,8,3,0.21641189498375452,1,1069,3,0,54,2,1,0.3891590033326204,4,0,2346,17231,1,1,1,13,3,2,80,0,2,2,2,2,2,0,1
1705,29,0.10759443340670423,462,0.2062780269058296,23,2,0.13577586206896552,1,1278,1,1,71,1,2,0.17484662576687046,2,0,5155,21926,7,1,0,16,3,4,80,0,7,4,2,2,2,2,2
1706,38,0.15413822990400095,1113,0.2062780269058296,3,2,0.14067236494568747,1,492,3,0,41,3,2,0.17484662576687046,2,0,5262,17764,4,1,0,17,3,1,80,0,11,3,1,1,0,0,0
1707,35,0.16300508368398287,755,0.19008460036286423,7,4,0.21594818791029413,1,197,2,0,62,3,1,0.22804546072229726,1,2,2163,23534,3,1,1,20,3,3,80,0,7,2,2,3,2,0,1
1708,32,0.16180183297439907,974,0.173440487812626,11,3,0.1846853391908201,1,1002,2,0,50,3,1,0.16812837178297896,3,0,4713,4412,4,1,0,12,3,1,80,0,8,2,1,5,2,3,5
1709,20,0.2222335002820405,633,0.18795631161421325,1,1,0.21663083522834697,1,414,1,0,84,2,1,0.3545719070900727,2,0,1884,9174,1,1,0,13,3,3,80,0,2,3,2,2,1,1,1
1710,19,0.14956855225311602,768,0.16630040909067445,6,2,0.19334862068445913,1,773,2,0,73,2,1,0.19717509725877547,2,0,2580,18362,1,1,0,13,3,2,80,0,1,2,3,1,0,0,0
1711,57,0.14956855225311602,312,0.1493950895773222,23,4,0.13757240551121672,1,457,3,0,89,3,3,0.08590031719359534,3,0,10334,3850,1,1,0,12,3,3,80,0,35,2,2,33,8,12,5
1712,26,0.13854402923998033,1241,0.14915455234630312,6,1,0.23888965553578853,1,1010,3,1,37,3,1,0.22915525876776793,4,0,3946,4612,2,1,1,14,3,2,80,0,7,3,3,6,6,4,5
1713,40,0.09068533895576719,1460,0.1958521111882655,22,3,0.16154171364903058,1,843,2,0,92,3,4,0.15188309496725738,2,0,14169,16949,3,1,0,15,3,4,80,0,22,1,2,4,2,2,1
1714,22,0.2446421914437193,1223,0.1383975026014568,2,4,0.14629782137697908,1,1184,3,1,48,2,1,0.16095890410958943,4,0,2845,4267,0,1,1,11,3,2,80,0,1,4,2,0,0,0,0
1715,26,0.23370312168368298,427,0.1383975026014568,4,2,0.14514955425886988,1,938,1,1,61,2,1,0.16095890410958943,1,0,2095,15286,5,1,1,13,3,2,80,0,5,2,2,3,2,0,1
1716,36,0.14956855225311602,730,0.1383975026014568,13,2,0.18285844242337235,1,1525,4,0,87,3,1,0.23938223937897848,2,1,2258,3482,3,1,0,12,3,2,80,1,5,3,1,4,3,3,3
1717,30,0.14956855225311602,417,0.1383975026014568,4,4,0.13420118338933018,1,608,2,1,70,1,1,0.20219096792151664,2,0,2387,4971,1,1,1,11,3,3,80,0,8,3,2,8,7,3,7
1718,35,0.14956855225311602,704,0.2062780269058296,15,2,0.22012573203437844,1,460,3,1,61,2,2,0.17484662576687046,3,0,6189,6915,1,1,1,12,3,1,80,1,8,3,3,6,5,3,1
1719,30,0.1845569650631264,291,0.1622602330532913,4,3,0.17261888623168548,1,1728,2,0,56,3,1,0.2948464453634019,1,1,1974,26737,1,1,0,14,3,2,80,1,1,2,2,1,0,0,0
1720,19,0.14956855225311602,894,0.1383975026014568,7,1,0.14035325726496478,1,578,3,1,41,3,1,0.19333155112586428,3,0,1178,26270,1,1,0,11,3,3,80,0,0,3,3,0,0,0,0
1721,46,0.14956855225311602,841,0.2062780269058296,9,2,0.13904789083329722,1,634,3,0,64,2,3,0.17484662576687046,3,0,8938,13718,2,1,0,17,3,3,80,0,10,2,3,8,7,2,7
1722,34,0.14956855225311602,933,0.1383975026014568,3,2,0.14023039742773377,1,855,2,0,68,2,1,0.20787849224415417,1,0,2328,4129,7,1,1,17,3,4,80,0,8,2,1,4,4,2,4
1723,49,0.14956855225311602,670,0.1383975026014568,4,2,0.1417673588938588,1,233,1,1,92,2,2,0.20333248198657236,2,0,5178,18582,5,1,0,13,3,2,80,0,17,2,2,4,0,3,3
1724,35,0.14956855225311602,1186,0.20112362719772056,8,3,0.14686468646864687,1,86,2,0,78,2,1,0.38517673268870467,1,0,3324,6963,6,1,0,22,3,2,80,0,9,3,3,4,2,0,2
1725,27,0.15730845301486202,132,0.1383975026014568,16,3,0.14600236022377452,1,1374,3,0,51,3,1,0.16705752176063288,2,0,2396,25684,0,1,0,13,3,3,80,0,7,2,3,7,2,6,6
1726,28,0.14956855225311602,889,0.1383975026014568,2,4,0.13577586206896552,1,827,3,1,46,2,1,0.16095890410958943,2,0,4383,16377,5,1,0,16,3,3,80,0,5,3,2,2,2,2,1
1727,30,0.14956855225311602,733,0.2062780269058296,1,2,0.14686468646864687,1,1542,2,1,63,2,2,0.17484662576687046,1,1,9733,5329,1,1,0,11,3,3,80,1,10,4,3,10,7,5,7
1728,31,0.24857456603306718,872,0.1383975026014568,14,3,0.13576758899289496,1,1158,3,1,71,3,1,0.23897021740472973,3,0,2610,6227,1,1,0,12,3,3,80,0,2,4,2,2,2,2,2
1729,33,0.15982936152173918,1049,0.2062780269058296,4,3,0.1369190505152173,1,437,3,1,37,1,3,0.17484662576687046,3,1,10661,25642,1,1,0,11,3,3,80,0,15,2,1,14,7,9,8
1730,35,0.2490974729235817,513,0.1383975026014568,13,3,0.13926436804416945,1,419,1,1,62,3,3,0.06888338240446992,3,1,9977,22678,5,1,0,11,3,1,80,1,15,4,3,1,0,0,0
1731,29,0.2299312137331206,453,0.1514692380732961,21,2,0.16097254756488058,1,1845,3,0,68,1,1,0.206443534532473,3,0,2500,14729,1,1,0,21,3,2,80,0,1,3,2,1,0,1,0
1732,24,0.1533408191981135,867,0.20370527261172555,18,2,0.2173490494512469,1,921,3,0,37,2,1,0.39117725778830015,2,0,2432,18835,1,1,1,18,3,2,80,2,1,2,3,1,0,0,0
1733,42,0.14956855225311602,1198,0.19348500037358704,1,1,0.13810436484183664,1,1070,2,1,82,2,3,0.21687442669358778,1,1,10449,2996,7,1,0,13,3,3,80,1,22,2,3,19,6,3,6
1734,47,0.14956855225311602,970,0.2062780269058296,17,3,0.14686468646864687,1,1658,1,1,61,2,3,0.17484662576687046,1,0,10409,5742,4,1,1,12,3,1,80,0,15,3,2,6,3,2,3
1735,30,0.20145304502558198,1217,0.1383975026014568,8,2,0.14155647362935128,1,831,1,0,57,2,1,0.1576785308813889,2,1,3791,14270,2,1,0,15,3,2,80,0,10,3,2,3,1,0,1
1736,25,0.14956855225311602,1289,0.14428309784258356,20,2,0.1430894354148643,1,1093,1,1,36,2,1,0.2530621435900115,2,1,2380,19323,1,1,0,19,3,3,80,1,1,0,2,1,0,0,0
1737,25,0.14956855225311602,847,0.20343863840370024,19,2,0.2210584145971175,1,935,3,0,37,2,1,0.38727713328603697,2,1,2418,18777,1,1,0,17,3,2,80,2,1,2,3,1,0,0,0
1738,35,0.14956855225311602,1145,0.1383975026014568,5,2,0.1615426515399847,1,974,4,1,60,3,1,0.23938223937897848,1,1,2714,4375,5,1,1,19,3,3,80,0,7,2,1,3,3,2,2
1739,34,0.14956855225311602,371,0.1383975026014568,6,2,0.1397794889343909,1,175,2,0,64,2,1,0.18927369751273962,2,1,3142,21680,2,1,0,18,3,1,80,0,5,1,2,3,2,0,2
1740,37,0.14956855225311602,532,0.2062780269058296,22,3,0.14686468646864687,1,1814,3,0,79,3,2,0.17484662576687046,3,0,6174,13617,1,1,0,18,3,3,80,0,10,2,3,9,7,5,7
1741,31,0.14956855225311602,386,0.18755001624305934,11,3,0.19685388373467733,1,1152,1,0,59,3,1,0.1710150495976453,1,0,5175,26401,6,1,0,14,3,2,80,0,5,3,3,2,2,0,2
1742,33,0.14956855225311602,833,0.16302241316641547,1,2,0.16637533114128059,1,45,1,1,70,2,1,0.24664415674162615,3,1,2434,3306,1,1,1,15,3,1,80,0,4,2,2,2,0,1,0
1743,28,0.14956855225311602,540,0.1383975026014568,2,3,0.14664930601656284,1,376,1,0,78,2,1,0.23606711577600553,2,0,3510,14924,2,1,0,11,3,2,80,0,5,4,1,0,0,0,0
1744,29,0.14956855225311602,280,0.1383975026014568,1,3,0.2331887282420305,1,1453,1,0,93,2,1,0.16853743623038994,1,0,2357,7483,5,1,0,12,3,3,80,0,10,1,1,8,6,0,6
1745,26,0.14956855225311602,770,0.1383975026014568,6,2,0.14686468646864687,1,909,2,0,77,1,1,0.18866861962010084,2,0,2213,3695,4,1,0,13,3,2,80,0,6,3,2,4,4,1,4
1746,24,0.14956855225311602,1186,0.15922493011733907,8,1,0.13577586206896552,1,1811,2,0,82,3,1,0.2877914829145495,1,0,1993,16005,1,1,0,15,3,3,80,0,1,5,2,1,0,0,0
1747,31,0.14956855225311602,233,0.1383975026014568,8,3,0.14629254962884852,1,1375,1,0,35,2,1,0.16500521935368,2,0,1321,22256,1,1,0,12,3,3,80,0,1,2,3,1,0,0,0
1748,54,0.1266052487388944,622,0.1383975026014568,14,4,0.13943608934197174,1,1035,2,0,64,2,3,0.062392120739636917,1,1,10615,11443,5,1,1,13,3,4,80,0,24,0,2,10,8,6,9
1749,39,0.0874684393925341,608,0.1413954756693505,1,3,0.14630539731220565,1,1442,1,0,55,2,1,0.23653199575590983,1,0,3693,17184,2,1,1,22,3,2,80,0,10,2,3,0,0,0,0
1750,34,0.14956855225311602,378,0.1383975026014568,6,2,0.1403415329669105,1,187,2,0,62,2,1,0.19324863353929517,2,1,3107,21666,2,1,0,18,3,1,80,0,6,1,2,4,2,0,2
1751,26,0.2490974729235817,341,0.1383975026014568,2,2,0.14686468646864687,1,1053,1,0,56,3,1,0.16095890410958943,1,0,2042,15345,5,1,1,14,3,1,80,0,6,2,3,3,1,0,2
1752,29,0.14956855225311602,479,0.1383975026014568,16,3,0.14686468646864687,1,999,2,0,67,2,1,0.16095890410958943,2,0,2252,11512,4,1,1,14,3,2,80,0,5,3,3,2,1,0,0
1753,23,0.20199938062060296,196,0.1383975026014568,13,2,0.14686468646864687,1,1338,2,0,47,2,1,0.2022715236358189,3,0,2515,25484,1,1,0,16,3,3,80,0,4,2,1,4,2,4,4
1754,21,0.1329030917824756,309,0.1596342542922254,9,1,0.13924505463534348,1,997,2,1,78,2,1,0.28874287615079813,2,0,1944,13841,1,1,0,13,3,3,80,0,0,0,3,0,0,0,0
1755,31,0.161564034436154,445,0.2062780269058296,23,1,0.14686468646864687,1,1119,3,0,48,2,2,0.17484662576687046,1,0,7222,11062,1,1,0,12,3,1,80,0,10,2,1,10,7,2,9
1756,47,0.17633947591877783,888,0.18801977269895254,6,3,0.14388205519377675,1,1056,1,1,63,3,3,0.14636720641209816,2,0,8876,21813,8,1,0,16,3,2,80,0,11,2,2,6,5,5,5
1757,36,0.14956855225311602,979,0.15147122558805787,14,2,0.13791155886762974,1,1180,1,0,65,1,2,0.08914671484680577,2,0,4976,14210,4,1,0,15,3,1,80,0,14,2,1,2,1,1,1
1758,53,0.16104244740056792,485,0.1383975026014568,15,4,0.14558634437859538,1,269,1,0,69,2,1,0.16095890410958943,2,0,4910,4350,8,1,0,18,3,1,80,2,7,2,3,5,4,3,3
1759,23,0.1915461345551988,1234,0.1383975026014568,3,2,0.20212014790970095,1,1146,3,1,38,2,1,0.20630620491082324,4,1,3337,4443,0,1,1,13,3,2,80,1,4,3,3,4,4,2,3
1760,51,0.14956855225311602,559,0.15228980594396258,3,4,0.23785978718275796,1,1548,2,0,72,2,3,0.0906352237582386,4,1,10154,14897,0,1,0,14,3,1,80,1,32,3,3,27,7,1,7
1761,32,0.2237240225573498,573,0.15570265473882844,4,3,0.24242313209808733,1,393,3,1,44,3,1,0.22117420230590223,4,0,2234,3403,7,1,0,20,3,3,80,0,7,4,3,1,0,0,0
1762,20,0.15503095965245275,1293,0.1383975026014568,9,1,0.13577586206896552,1,718,3,0,33,3,1,0.16526298179847063,2,0,1086,26929,0,1,0,11,3,3,80,0,1,4,3,1,0,1,1
1763,37,0.19486851197474303,718,0.1383975026014568,12,2,0.14686468646864687,1,1576,2,1,81,2,1,0.2036883535716428,2,0,2397,14707,2,1,0,17,3,2,80,0,5,3,3,2,1,1,1
1764,26,0.14956855225311602,681,0.16308147335553427,15,2,0.18500565799992336,1,1517,2,0,77,2,1,0.23396818587381318,1,1,2269,3269,2,1,0,13,3,2,80,1,2,3,1,1,0,0,0
1765,28,0.14010638145609305,404,0.18214966718456502,21,2,0.13971742184245436,1,720,1,1,74,1,2,0.19778602577921203,1,0,5361,22194,5,1,0,20,3,4,80,0,7,4,3,4,3,1,3
